,Transaction ID,Item,Quantity,Price Per Unit,Total Spent,Payment Method,Location,Transaction Date
2635,TXN_4967355,Sandwich,2.0,4.0,8.0,Digital Wallet,In-store,2023-04-25
2636,TXN_8062897,Smoothie,2.0,4.0,8.0,Digital Wallet,Takeaway,2023-10-02
2637,TXN_4831426,Juice,4.0,3.0,12.0,Credit Card,In-store,2023-02-27
2638,TXN_4284492,Juice,3.0,3.0,9.0,Credit Card,Takeaway,2023-05-30
2639,TXN_9942634,Tea,5.0,1.5,7.5,Credit Card,Takeaway,2023-01-17
2640,TXN_7104682,Cookie,5.0,1.0,5.0,Credit Card,Takeaway,2023-08-31
2641,TXN_5745955,Smoothie,4.0,4.0,16.0,Credit Card,In-store,2023-05-20
2642,TXN_6866209,Smoothie,5.0,4.0,20.0,Digital Wallet,In-store,2023-05-20
2643,TXN_7573801,Cake,2.0,3.0,6.0,Cash,In-store,2023-12-14
2644,TXN_9681880,Coffee,3.0,2.0,6.0,Cash,In-store,2023-03-21
2645,TXN_2559288,Salad,4.0,5.0,20.0,Credit Card,Takeaway,2023-12-27
2646,TXN_2936975,Tea,1.0,1.5,1.5,Digital Wallet,Takeaway,2023-10-05
2647,TXN_5027125,Salad,3.0,5.0,15.0,Cash,In-store,2023-07-06
2648,TXN_7433758,Cookie,1.0,1.0,1.0,Cash,Takeaway,2023-06-09
2649,TXN_2092288,Coffee,1.0,2.0,2.0,Credit Card,Takeaway,2023-03-30
2650,TXN_5701303,Coffee,1.0,2.0,2.0,Digital Wallet,Takeaway,2023-09-08
2651,TXN_5161371,Cake,2.0,3.0,6.0,Credit Card,In-store,2023-01-17
2652,TXN_6228918,Cake,1.0,3.0,3.0,Digital Wallet,In-store,2023-02-27
2653,TXN_1132566,Cake,3.0,3.0,9.0,Cash,Takeaway,2023-02-27
2654,TXN_3713527,Cookie,4.0,1.0,4.0,Digital Wallet,Takeaway,2023-03-08
2655,TXN_1719440,Cookie,5.0,1.0,5.0,Digital Wallet,Takeaway,2023-07-13
2656,TXN_6273703,Tea,2.0,1.5,3.0,Credit Card,Takeaway,2023-12-24
2657,TXN_2050017,Sandwich,4.0,4.0,16.0,Credit Card,Takeaway,2023-03-24
2658,TXN_6797827,Sandwich,1.0,4.0,4.0,Credit Card,In-store,2023-06-16
2659,TXN_6885626,Cake,5.0,3.0,15.0,Credit Card,In-store,2023-08-06
2660,TXN_3729074,Salad,3.0,5.0,15.0,Credit Card,In-store,2023-04-15
2661,TXN_7418962,Smoothie,4.0,4.0,16.0,Cash,In-store,2023-03-07
2662,TXN_7217537,Salad,3.0,5.0,15.0,Cash,In-store,2023-12-19
2663,TXN_7904970,Tea,2.0,1.5,3.0,Credit Card,Takeaway,2023-05-23
2664,TXN_8845592,Sandwich,5.0,4.0,20.0,Credit Card,In-store,2023-11-12
2665,TXN_2081985,Coffee,2.0,2.0,4.0,Digital Wallet,Takeaway,2023-03-24
2666,TXN_5664467,Tea,4.0,1.5,6.0,Digital Wallet,Takeaway,2023-11-06
2667,TXN_2275523,Tea,4.0,1.5,6.0,Digital Wallet,Takeaway,2023-09-02
2668,TXN_6451747,Salad,4.0,5.0,20.0,Cash,In-store,2023-05-23
2669,TXN_2680626,Cake,3.0,3.0,9.0,Cash,In-store,2023-01-08
2670,TXN_8668840,Cake,5.0,3.0,15.0,Digital Wallet,In-store,2023-10-03
2671,TXN_5390428,Juice,2.0,3.0,6.0,Credit Card,In-store,2023-11-25
2672,TXN_5009367,Juice,3.0,3.0,9.0,Credit Card,In-store,2023-04-19
2673,TXN_5930921,Cookie,2.0,1.0,2.0,Digital Wallet,Takeaway,2023-07-08
2674,TXN_3067854,Cake,1.0,3.0,3.0,Credit Card,Takeaway,2023-07-08
2675,TXN_6401072,Smoothie,4.0,4.0,16.0,Cash,Takeaway,2023-07-28
2676,TXN_6377597,Cookie,1.0,1.0,1.0,Digital Wallet,In-store,2023-03-03
2677,TXN_6799966,Tea,4.0,1.5,6.0,Digital Wallet,Takeaway,2023-03-03
2678,TXN_5080934,Juice,3.0,3.0,9.0,Cash,Takeaway,2023-12-10
2679,TXN_8684125,Salad,2.0,5.0,10.0,Credit Card,In-store,2023-03-08
2680,TXN_1647077,Smoothie,2.0,4.0,8.0,Cash,Takeaway,2023-08-19
2681,TXN_9769782,Smoothie,5.0,4.0,20.0,Cash,Takeaway,2023-02-03
2682,TXN_8167808,Cake,3.0,3.0,9.0,Cash,In-store,2023-02-03
2683,TXN_4541998,Sandwich,1.0,4.0,4.0,Credit Card,Takeaway,2023-01-13
2684,TXN_3369789,Sandwich,5.0,4.0,20.0,Credit Card,In-store,2023-04-15
2685,TXN_7973461,Tea,3.0,1.5,4.5,Credit Card,In-store,2023-04-11
2686,TXN_7753587,Cake,1.0,3.0,3.0,Credit Card,Takeaway,2023-03-28
2687,TXN_4490958,Coffee,2.0,2.0,4.0,Credit Card,Takeaway,2023-03-30
2688,TXN_8242126,Salad,4.0,5.0,20.0,Digital Wallet,In-store,2023-11-20
2689,TXN_2972659,Tea,3.0,1.5,4.5,Digital Wallet,Takeaway,2023-12-16
2690,TXN_5685028,Cake,5.0,3.0,15.0,Digital Wallet,Takeaway,2023-08-12
2691,TXN_9835620,Juice,2.0,3.0,6.0,Digital Wallet,In-store,2023-06-09
2692,TXN_9245124,Tea,4.0,1.5,6.0,Digital Wallet,In-store,2023-04-19
2693,TXN_8619762,Smoothie,4.0,4.0,16.0,Cash,Takeaway,2023-08-05
2694,TXN_5983031,Juice,3.0,3.0,9.0,Digital Wallet,In-store,2023-03-09
2695,TXN_8730549,Smoothie,4.0,4.0,16.0,Cash,Takeaway,2023-02-04
2696,TXN_6889867,Sandwich,5.0,4.0,20.0,Cash,Takeaway,2023-03-07
2697,TXN_9035484,Coffee,2.0,2.0,4.0,Cash,Takeaway,2023-06-29
2698,TXN_2505327,Juice,2.0,3.0,6.0,Cash,Takeaway,2023-07-31
2699,TXN_9972525,Coffee,4.0,2.0,8.0,Cash,Takeaway,2023-07-31
2700,TXN_3315026,Juice,5.0,3.0,15.0,Cash,Takeaway,2023-11-06
2701,TXN_3613385,Cookie,3.0,1.0,3.0,Digital Wallet,Takeaway,2023-05-26
2702,TXN_9629541,Sandwich,5.0,4.0,20.0,Digital Wallet,In-store,2023-12-18
2703,TXN_7503640,Salad,3.0,5.0,15.0,Digital Wallet,In-store,2023-11-04
2704,TXN_8558404,Salad,4.0,5.0,20.0,Digital Wallet,In-store,2023-07-15
2705,TXN_8430735,Juice,2.0,3.0,6.0,Cash,Takeaway,2023-10-25
2706,TXN_8279865,Juice,1.0,3.0,3.0,Cash,Takeaway,2023-07-18
2707,TXN_5906520,Salad,2.0,5.0,10.0,Credit Card,Takeaway,2023-01-31
2708,TXN_8250427,Coffee,4.0,2.0,8.0,Credit Card,Takeaway,2023-09-15
2709,TXN_9928337,Juice,1.0,3.0,3.0,Cash,Takeaway,2023-11-05
2710,TXN_7008306,Salad,2.0,5.0,10.0,Cash,In-store,2023-04-11
2711,TXN_5603538,Juice,3.0,3.0,9.0,Cash,In-store,2023-02-15
2712,TXN_7368648,Tea,1.0,1.5,1.5,Digital Wallet,In-store,2023-03-09
2713,TXN_6220542,Juice,3.0,3.0,9.0,Digital Wallet,Takeaway,2023-03-24
2714,TXN_3299535,Coffee,3.0,2.0,6.0,Digital Wallet,Takeaway,2023-11-16
2715,TXN_1217959,Juice,2.0,3.0,6.0,Digital Wallet,Takeaway,2023-07-28
2716,TXN_4390633,Tea,2.0,1.5,3.0,Credit Card,Takeaway,2023-10-17
2717,TXN_5052998,Juice,3.0,3.0,9.0,Credit Card,Takeaway,2023-10-07
2718,TXN_5171332,Tea,5.0,1.5,7.5,Cash,Takeaway,2023-02-05
2719,TXN_4798484,Juice,3.0,3.0,9.0,Credit Card,In-store,2023-08-09
2720,TXN_7905741,Cookie,5.0,1.0,5.0,Credit Card,Takeaway,2023-02-08
2721,TXN_6369875,Tea,5.0,1.5,7.5,Cash,Takeaway,2023-10-04
2722,TXN_7840162,Cookie,5.0,1.0,5.0,Cash,Takeaway,2023-02-27
2723,TXN_9069297,Cookie,4.0,1.0,4.0,Credit Card,In-store,2023-01-27
2724,TXN_5017038,Sandwich,3.0,4.0,12.0,Cash,In-store,2023-05-25
2725,TXN_6748453,Sandwich,5.0,4.0,20.0,Cash,In-store,2023-05-08
2726,TXN_1678985,Juice,2.0,3.0,6.0,Cash,In-store,2023-07-16
2727,TXN_6697669,Cake,5.0,3.0,15.0,Cash,Takeaway,2023-01-03
2728,TXN_3131555,Sandwich,2.0,4.0,8.0,Cash,Takeaway,2023-12-04
2729,TXN_1617029,Salad,4.0,5.0,20.0,Cash,Takeaway,2023-05-15
2730,TXN_7785297,Cookie,3.0,1.0,3.0,Cash,In-store,2023-12-06
2731,TXN_9432588,Coffee,5.0,2.0,10.0,Credit Card,In-store,2023-07-26
2732,TXN_3313000,Coffee,5.0,2.0,10.0,Credit Card,In-store,2023-01-08
2733,TXN_3120023,Cookie,3.0,1.0,3.0,Cash,In-store,2023-09-30
2734,TXN_7483257,Sandwich,2.0,4.0,8.0,Digital Wallet,Takeaway,2023-06-05
2735,TXN_3430842,Cookie,2.0,1.0,2.0,Cash,Takeaway,2023-08-02
2736,TXN_9622300,Salad,1.0,5.0,5.0,Cash,Takeaway,2023-06-23
2737,TXN_8822610,Cake,4.0,3.0,12.0,Cash,Takeaway,2023-08-05
2738,TXN_8005089,Salad,4.0,5.0,20.0,Cash,Takeaway,2023-06-10
2739,TXN_7009420,Sandwich,5.0,4.0,20.0,Cash,Takeaway,2023-07-07
2740,TXN_5118667,Coffee,4.0,2.0,8.0,Cash,In-store,2023-12-12
2741,TXN_6533180,Coffee,5.0,2.0,10.0,Cash,Takeaway,2023-05-03
2742,TXN_6989438,Sandwich,4.0,4.0,16.0,Cash,Takeaway,2023-12-17
2743,TXN_3894820,Sandwich,5.0,4.0,20.0,Digital Wallet,Takeaway,2023-06-03
2744,TXN_7003185,Tea,2.0,1.5,3.0,Digital Wallet,Takeaway,2023-06-03
2745,TXN_1139495,Salad,3.0,5.0,15.0,Digital Wallet,Takeaway,2023-02-19
2746,TXN_1256536,Salad,1.0,5.0,5.0,Credit Card,Takeaway,2023-12-16
2747,TXN_6437055,Cake,1.0,3.0,3.0,Credit Card,Takeaway,2023-10-22
2748,TXN_4223466,Juice,4.0,3.0,12.0,Digital Wallet,Takeaway,2023-05-31
2749,TXN_6684202,Sandwich,1.0,4.0,4.0,Digital Wallet,Takeaway,2023-07-31
2750,TXN_5032114,Sandwich,2.0,4.0,8.0,Credit Card,Takeaway,2023-05-31
2751,TXN_3411281,Cake,2.0,3.0,6.0,Credit Card,Takeaway,2023-09-29
2752,TXN_6608817,Sandwich,5.0,4.0,20.0,Credit Card,Takeaway,2023-07-17
2753,TXN_4258943,Sandwich,2.0,4.0,8.0,Credit Card,In-store,2023-01-02
2754,TXN_1897660,Tea,3.0,1.5,4.5,Digital Wallet,In-store,2023-04-11
2755,TXN_9774691,Cake,3.0,3.0,9.0,Credit Card,Takeaway,2023-04-11
2756,TXN_8556230,Cookie,5.0,1.0,5.0,Cash,In-store,2023-05-21
2757,TXN_1522430,Smoothie,3.0,4.0,12.0,Credit Card,Takeaway,2023-12-06
2758,TXN_2797077,Salad,2.0,5.0,10.0,Credit Card,Takeaway,2023-07-04
2759,TXN_7666909,Juice,4.0,3.0,12.0,Credit Card,Takeaway,2023-08-29
2760,TXN_9365558,Salad,4.0,5.0,20.0,Credit Card,Takeaway,2023-02-12
2761,TXN_6837601,Salad,1.0,5.0,5.0,Digital Wallet,Takeaway,2023-02-05
2762,TXN_1713983,Salad,2.0,5.0,10.0,Cash,In-store,2023-05-11
2763,TXN_4674417,Cookie,5.0,1.0,5.0,Digital Wallet,Takeaway,2023-07-03
2764,TXN_4641838,Cookie,5.0,1.0,5.0,Credit Card,Takeaway,2023-04-30
2765,TXN_9315119,Salad,2.0,5.0,10.0,Credit Card,Takeaway,2023-06-16
2766,TXN_2552405,Juice,5.0,3.0,15.0,Credit Card,Takeaway,2023-06-22
2767,TXN_3465980,Cookie,4.0,1.0,4.0,Cash,Takeaway,2023-07-08
2768,TXN_4220189,Tea,1.0,1.5,1.5,Digital Wallet,Takeaway,2023-08-16
2769,TXN_7343905,Cake,1.0,3.0,3.0,Digital Wallet,In-store,2023-01-17
2770,TXN_9813938,Sandwich,5.0,4.0,20.0,Cash,Takeaway,2023-06-30
2771,TXN_6129460,Juice,5.0,3.0,15.0,Cash,Takeaway,2023-11-19
2772,TXN_9470590,Salad,1.0,5.0,5.0,Credit Card,Takeaway,2023-04-11
2773,TXN_7212607,Coffee,3.0,2.0,6.0,Digital Wallet,In-store,2023-08-06
2774,TXN_8384628,Salad,3.0,5.0,15.0,Credit Card,Takeaway,2023-08-22
2775,TXN_4200340,Cake,5.0,3.0,15.0,Cash,Takeaway,2023-07-06
2776,TXN_9749434,Cake,5.0,3.0,15.0,Credit Card,Takeaway,2023-10-28
2777,TXN_2693584,Cookie,3.0,1.0,3.0,Digital Wallet,In-store,2023-10-28
2778,TXN_4778105,Juice,4.0,3.0,12.0,Digital Wallet,In-store,2023-10-08
2779,TXN_7804488,Cookie,2.0,1.0,2.0,Digital Wallet,Takeaway,2023-11-28
2780,TXN_4674667,Coffee,2.0,2.0,4.0,Cash,Takeaway,2023-05-24
2781,TXN_8832852,Sandwich,5.0,4.0,20.0,Cash,Takeaway,2023-04-29
2782,TXN_4278785,Salad,3.0,5.0,15.0,Cash,In-store,2023-04-29
2783,TXN_4462052,Cookie,1.0,1.0,1.0,Cash,In-store,2023-10-12
2784,TXN_3379368,Cake,5.0,3.0,15.0,Credit Card,Takeaway,2023-05-26
2785,TXN_7651864,Smoothie,4.0,4.0,16.0,Digital Wallet,Takeaway,2023-04-29
2786,TXN_7089173,Juice,1.0,3.0,3.0,Digital Wallet,Takeaway,2023-01-14
2787,TXN_1906642,Cookie,4.0,1.0,4.0,Credit Card,Takeaway,2023-06-06
2788,TXN_5234368,Coffee,3.0,2.0,6.0,Digital Wallet,In-store,2023-06-10
2789,TXN_5544904,Salad,5.0,5.0,25.0,Digital Wallet,In-store,2023-04-19
2790,TXN_3376958,Salad,4.0,5.0,20.0,Digital Wallet,In-store,2023-10-31
2791,TXN_5446085,Coffee,3.0,2.0,6.0,Digital Wallet,Takeaway,2023-09-16
2792,TXN_9676940,Juice,2.0,3.0,6.0,Credit Card,Takeaway,2023-08-16
2793,TXN_2371941,Juice,2.0,3.0,6.0,Cash,In-store,2023-01-26
2794,TXN_8980774,Tea,4.0,1.5,6.0,Cash,In-store,2023-04-29
2795,TXN_5708913,Cake,2.0,3.0,6.0,Cash,In-store,2023-04-29
2796,TXN_6310726,Cookie,3.0,1.0,3.0,Credit Card,Takeaway,2023-03-30
2797,TXN_4096816,Coffee,3.0,2.0,6.0,Digital Wallet,Takeaway,2023-11-02
2798,TXN_7451083,Coffee,1.0,2.0,2.0,Digital Wallet,Takeaway,2023-06-24
2799,TXN_5132082,Salad,5.0,5.0,25.0,Digital Wallet,Takeaway,2023-10-08
2800,TXN_7323040,Cookie,3.0,1.0,3.0,Digital Wallet,Takeaway,2023-11-09
2801,TXN_9176418,Smoothie,1.0,4.0,4.0,Digital Wallet,Takeaway,2023-03-02
2802,TXN_7612618,Smoothie,4.0,4.0,16.0,Credit Card,Takeaway,2023-04-12
2803,TXN_7321789,Juice,3.0,3.0,9.0,Digital Wallet,Takeaway,2023-05-10
2804,TXN_3679126,Cookie,1.0,1.0,1.0,Cash,Takeaway,2023-07-15
2805,TXN_2008137,Coffee,4.0,2.0,8.0,Digital Wallet,Takeaway,2023-10-07
2806,TXN_2622670,Cake,5.0,3.0,15.0,Digital Wallet,Takeaway,2023-01-28
2807,TXN_2152670,Tea,3.0,1.5,4.5,Credit Card,In-store,2023-12-24
2808,TXN_3482117,Sandwich,2.0,4.0,8.0,Digital Wallet,Takeaway,2023-07-18
2809,TXN_1843989,Cookie,5.0,1.0,5.0,Digital Wallet,Takeaway,2023-07-19
2810,TXN_4943715,Coffee,5.0,2.0,10.0,Digital Wallet,Takeaway,2023-10-06
2811,TXN_8571836,Juice,3.0,3.0,9.0,Cash,Takeaway,2023-12-27
2812,TXN_2544176,Tea,3.0,1.5,4.5,Cash,Takeaway,2023-12-19
2813,TXN_1589264,Salad,2.0,5.0,10.0,Cash,In-store,2023-07-26
2814,TXN_1379209,Tea,5.0,1.5,7.5,Cash,In-store,2023-02-06
2815,TXN_6496099,Coffee,5.0,2.0,10.0,Digital Wallet,In-store,2023-07-21
2816,TXN_8696065,Smoothie,3.0,4.0,12.0,Credit Card,In-store,2023-11-04
2817,TXN_4746320,Cookie,2.0,1.0,2.0,Credit Card,Takeaway,2023-04-02
2818,TXN_1250407,Cookie,1.0,1.0,1.0,Credit Card,Takeaway,2023-11-21
2819,TXN_1617476,Cake,2.0,3.0,6.0,Digital Wallet,In-store,2023-02-10
2820,TXN_4196578,Tea,2.0,1.5,3.0,Credit Card,In-store,2023-06-26
2821,TXN_9725461,Smoothie,3.0,4.0,12.0,Credit Card,In-store,2023-11-25
2822,TXN_2975443,Salad,5.0,5.0,25.0,Credit Card,Takeaway,2023-12-31
2823,TXN_1000555,Tea,1.0,1.5,1.5,Credit Card,In-store,2023-10-19
2824,TXN_1622411,Salad,2.0,5.0,10.0,Credit Card,Takeaway,2023-07-23
2825,TXN_9429128,Coffee,4.0,2.0,8.0,Credit Card,In-store,2023-12-19
2826,TXN_1056277,Cookie,5.0,1.0,5.0,Credit Card,Takeaway,2023-02-06
2827,TXN_4801617,Juice,5.0,3.0,15.0,Credit Card,Takeaway,2023-04-02
2828,TXN_1365285,Juice,5.0,3.0,15.0,Credit Card,Takeaway,2023-06-11
2829,TXN_3189677,Smoothie,1.0,4.0,4.0,Digital Wallet,Takeaway,2023-01-11
2830,TXN_3375399,Cookie,1.0,1.0,1.0,Digital Wallet,Takeaway,2023-05-21
2831,TXN_9315755,Cake,5.0,3.0,15.0,Cash,Takeaway,2023-09-26
2832,TXN_6853678,Cookie,4.0,1.0,4.0,Digital Wallet,In-store,2023-07-23
2833,TXN_6530886,Coffee,1.0,2.0,2.0,Credit Card,In-store,2023-10-21
2834,TXN_3530720,Smoothie,5.0,4.0,20.0,Digital Wallet,In-store,2023-10-18
2835,TXN_3716067,Tea,5.0,1.5,7.5,Credit Card,In-store,2023-06-23
2836,TXN_1410102,Salad,1.0,5.0,5.0,Cash,In-store,2023-06-23
2837,TXN_6977098,Juice,5.0,3.0,15.0,Credit Card,In-store,2023-06-09
2838,TXN_7735237,Cake,2.0,3.0,6.0,Digital Wallet,In-store,2023-01-13
2839,TXN_7510766,Coffee,3.0,2.0,6.0,Digital Wallet,In-store,2023-07-24
2840,TXN_3352256,Sandwich,2.0,4.0,8.0,Digital Wallet,Takeaway,2023-09-08
2841,TXN_8494538,Cake,4.0,3.0,12.0,Digital Wallet,In-store,2023-11-08
2842,TXN_8676769,Salad,3.0,5.0,15.0,Digital Wallet,In-store,2023-06-16
2843,TXN_5282529,Tea,5.0,1.5,7.5,Credit Card,Takeaway,2023-04-13
2844,TXN_9495930,Coffee,2.0,2.0,4.0,Digital Wallet,Takeaway,2023-10-23
2845,TXN_3514492,Juice,3.0,3.0,9.0,Digital Wallet,In-store,2023-02-23
2846,TXN_7223646,Cookie,5.0,1.0,5.0,Credit Card,Takeaway,2023-09-19
2847,TXN_4033982,Tea,2.0,1.5,3.0,Credit Card,Takeaway,2023-01-04
2848,TXN_4227337,Tea,4.0,1.5,6.0,Digital Wallet,Takeaway,2023-12-15
2849,TXN_5790213,Juice,3.0,3.0,9.0,Cash,Takeaway,2023-08-30
2850,TXN_3546261,Tea,3.0,1.5,4.5,Digital Wallet,Takeaway,2023-03-20
2851,TXN_3334257,Sandwich,2.0,4.0,8.0,Cash,In-store,2023-06-10
2852,TXN_5665767,Tea,4.0,1.5,6.0,Cash,In-store,2023-08-22
2853,TXN_4527464,Tea,4.0,1.5,6.0,Cash,In-store,2023-08-09
2854,TXN_1011236,Cake,1.0,3.0,3.0,Cash,In-store,2023-02-08
2855,TXN_8293691,Coffee,4.0,2.0,8.0,Digital Wallet,In-store,2023-06-30
2856,TXN_7463011,Sandwich,2.0,4.0,8.0,Digital Wallet,In-store,2023-01-22
2857,TXN_6872268,Juice,2.0,3.0,6.0,Digital Wallet,In-store,2023-01-07
2858,TXN_3999554,Coffee,1.0,2.0,2.0,Credit Card,Takeaway,2023-09-13
2859,TXN_9942247,Coffee,2.0,2.0,4.0,Cash,Takeaway,2023-10-15
2860,TXN_3687300,Cookie,2.0,1.0,2.0,Credit Card,In-store,2023-09-21
2861,TXN_6113452,Sandwich,2.0,4.0,8.0,Cash,Takeaway,2023-09-21
2862,TXN_1752617,Tea,5.0,1.5,7.5,Cash,Takeaway,2023-09-05
2863,TXN_1949789,Salad,2.0,5.0,10.0,Cash,Takeaway,2023-11-07
2864,TXN_7386089,Sandwich,2.0,4.0,8.0,Cash,In-store,2023-07-15
2865,TXN_6751134,Sandwich,3.0,4.0,12.0,Cash,Takeaway,2023-01-12
2866,TXN_2731270,Cake,1.0,3.0,3.0,Cash,Takeaway,2023-05-31
2867,TXN_8830813,Coffee,1.0,2.0,2.0,Cash,In-store,2023-06-18
2868,TXN_2548248,Cake,4.0,3.0,12.0,Cash,Takeaway,2023-06-28
2869,TXN_3026930,Cake,2.0,3.0,6.0,Cash,In-store,2023-03-23
2870,TXN_2824366,Sandwich,4.0,4.0,16.0,Digital Wallet,In-store,2023-07-02
2871,TXN_2801651,Juice,4.0,3.0,12.0,Digital Wallet,Takeaway,2023-07-10
2872,TXN_5005592,Coffee,1.0,2.0,2.0,Credit Card,In-store,2023-06-05
2873,TXN_8284313,Salad,5.0,5.0,25.0,Credit Card,Takeaway,2023-11-20
2874,TXN_8058026,Tea,1.0,1.5,1.5,Credit Card,Takeaway,2023-05-19
2875,TXN_2182790,Tea,5.0,1.5,7.5,Credit Card,Takeaway,2023-05-05
2876,TXN_7251929,Salad,2.0,5.0,10.0,Digital Wallet,In-store,2023-01-31
2877,TXN_2145530,Sandwich,3.0,4.0,12.0,Digital Wallet,Takeaway,2023-10-08
2878,TXN_4159861,Juice,1.0,3.0,3.0,Digital Wallet,Takeaway,2023-03-20
2879,TXN_4600614,Sandwich,3.0,4.0,12.0,Digital Wallet,Takeaway,2023-01-27
2880,TXN_1853298,Cookie,5.0,1.0,5.0,Credit Card,Takeaway,2023-01-02
2881,TXN_6600858,Sandwich,3.0,4.0,12.0,Cash,Takeaway,2023-03-27
2882,TXN_7494793,Smoothie,5.0,4.0,20.0,Credit Card,Takeaway,2023-12-29
2883,TXN_3968170,Salad,1.0,5.0,5.0,Credit Card,In-store,2023-08-05
2884,TXN_4628310,Juice,4.0,3.0,12.0,Credit Card,Takeaway,2023-04-20
2885,TXN_6110009,Juice,5.0,3.0,15.0,Credit Card,Takeaway,2023-12-26
2886,TXN_8996187,Salad,2.0,5.0,10.0,Credit Card,In-store,2023-09-28
2887,TXN_3544792,Sandwich,1.0,4.0,4.0,Digital Wallet,Takeaway,2023-06-27
2888,TXN_2353057,Cake,3.0,3.0,9.0,Cash,Takeaway,2023-08-04
2889,TXN_6013295,Juice,2.0,3.0,6.0,Cash,Takeaway,2023-11-07
2890,TXN_3200195,Juice,3.0,3.0,9.0,Digital Wallet,In-store,2023-05-04
2891,TXN_4860027,Cookie,5.0,1.0,5.0,Digital Wallet,Takeaway,2023-07-28
2892,TXN_5442505,Cake,4.0,3.0,12.0,Digital Wallet,Takeaway,2023-09-07
2893,TXN_4708410,Cake,4.0,3.0,12.0,Digital Wallet,In-store,2023-10-08
2894,TXN_4847617,Sandwich,4.0,4.0,16.0,Credit Card,In-store,2023-08-04
2895,TXN_1898329,Cake,5.0,3.0,15.0,Cash,In-store,2023-04-12
2896,TXN_2508266,Cookie,1.0,1.0,1.0,Digital Wallet,In-store,2023-01-28
2897,TXN_1945918,Juice,2.0,3.0,6.0,Digital Wallet,In-store,2023-09-12
2898,TXN_8147057,Juice,1.0,3.0,3.0,Digital Wallet,In-store,2023-08-21
2899,TXN_4935258,Cake,2.0,3.0,6.0,Credit Card,Takeaway,2023-09-14
2900,TXN_5588239,Cookie,1.0,1.0,1.0,Digital Wallet,Takeaway,2023-03-31
2901,TXN_6575599,Coffee,5.0,2.0,10.0,Digital Wallet,Takeaway,2023-10-09
2902,TXN_9382156,Tea,5.0,1.5,7.5,Digital Wallet,Takeaway,2023-06-02
2903,TXN_1229376,Cake,3.0,3.0,9.0,Digital Wallet,In-store,2023-08-14
2904,TXN_1732216,Coffee,3.0,2.0,6.0,Digital Wallet,Takeaway,2023-08-30
2905,TXN_1756717,Smoothie,3.0,4.0,12.0,Credit Card,Takeaway,2023-01-22
2906,TXN_8188857,Cake,1.0,3.0,3.0,Digital Wallet,Takeaway,2023-12-21
2907,TXN_9783697,Sandwich,1.0,4.0,4.0,Digital Wallet,Takeaway,2023-07-14
2908,TXN_6991253,Juice,3.0,3.0,9.0,Credit Card,In-store,2023-12-13
2909,TXN_7177487,Tea,4.0,1.5,6.0,Credit Card,Takeaway,2023-09-07
2910,TXN_3224756,Cake,2.0,3.0,6.0,Credit Card,Takeaway,2023-11-20
2911,TXN_3421456,Cake,1.0,3.0,3.0,Cash,Takeaway,2023-09-05
2912,TXN_9421618,Cake,3.0,3.0,9.0,Cash,Takeaway,2023-02-21
2913,TXN_9054741,Juice,1.0,3.0,3.0,Credit Card,Takeaway,2023-06-24
2914,TXN_9063299,Cake,4.0,3.0,12.0,Digital Wallet,In-store,2023-06-15
2915,TXN_4318159,Coffee,4.0,2.0,8.0,Digital Wallet,In-store,2023-03-30
2916,TXN_8127390,Tea,3.0,1.5,4.5,Cash,In-store,2023-01-19
2917,TXN_9682798,Cake,3.0,3.0,9.0,Cash,In-store,2023-09-15
2918,TXN_9716971,Salad,4.0,5.0,20.0,Digital Wallet,Takeaway,2023-06-21
2919,TXN_7827797,Salad,3.0,5.0,15.0,Cash,Takeaway,2023-06-30
2920,TXN_4343391,Cookie,5.0,1.0,5.0,Cash,Takeaway,2023-06-01
2921,TXN_6877186,Cookie,2.0,1.0,2.0,Credit Card,In-store,2023-12-05
2922,TXN_8162049,Sandwich,1.0,4.0,4.0,Digital Wallet,Takeaway,2023-08-09
2923,TXN_6559173,Smoothie,5.0,4.0,20.0,Credit Card,Takeaway,2023-08-09
2924,TXN_9818498,Smoothie,3.0,4.0,12.0,Credit Card,Takeaway,2023-09-01
2925,TXN_2520102,Coffee,1.0,2.0,2.0,Digital Wallet,In-store,2023-03-08
2926,TXN_9155044,Sandwich,3.0,4.0,12.0,Credit Card,In-store,2023-02-28
2927,TXN_5625110,Salad,3.0,5.0,15.0,Digital Wallet,Takeaway,2023-11-07
2928,TXN_3923375,Cake,5.0,3.0,15.0,Credit Card,Takeaway,2023-05-08
2929,TXN_8706498,Smoothie,5.0,4.0,20.0,Cash,Takeaway,2023-05-08
2930,TXN_1188596,Juice,1.0,3.0,3.0,Cash,Takeaway,2023-10-24
2931,TXN_8085790,Cookie,4.0,1.0,4.0,Cash,Takeaway,2023-10-27
2932,TXN_3113823,Salad,5.0,5.0,25.0,Digital Wallet,In-store,2023-03-01
2933,TXN_3423451,Salad,4.0,5.0,20.0,Cash,Takeaway,2023-10-11
2934,TXN_8010863,Coffee,2.0,2.0,4.0,Credit Card,Takeaway,2023-06-30
2935,TXN_6154626,Smoothie,5.0,4.0,20.0,Credit Card,Takeaway,2023-05-06
2936,TXN_5841004,Cookie,2.0,1.0,2.0,Credit Card,In-store,2023-04-28
2937,TXN_2886223,Sandwich,5.0,4.0,20.0,Credit Card,In-store,2023-07-24
